url	status	output_file	title
https://commons.libretexts.org/insight/glossary-of-libretexts-terms	OK	glossary-of-libretexts-terms.html	Glossary of LibreTexts Terms
https://commons.libretexts.org/insight/interfacing-adapt-to-lms-via-lti-and-api	OK	interfacing-adapt-to-lms-via-lti-and-api.html	ADAPT- LMS Interfacing
https://commons.libretexts.org/insight/favoriting-and-cloning-questions	OK	favoriting-and-cloning-questions.html	Favoriting and Cloning Questions
https://commons.libretexts.org/insight/inexact---whole-numbers-with-trailing-zero	OK	inexact---whole-numbers-with-trailing-zero.html	Whole numbers with Trailing Zero in Inexact Variables
https://commons.libretexts.org/insight/adapt-lms-timing	OK	adapt-lms-timing.html	ADAPT-LMS Deadlines and Other Timing
https://commons.libretexts.org/insight/how-to-address-poor-internet-connection-in-antecedent	OK	how-to-address-poor-internet-connection-in-antecedent.html	How to address poor internet connection in The Forge?
https://commons.libretexts.org/insight/module-view	OK	module-view.html	ADAPT is synced to my Canvas LMS, but I do not see it online?
https://commons.libretexts.org/insight/uncoupling-recoupling-adapt-canvas-linkages	OK	uncoupling-recoupling-adapt-canvas-linkages.html	Uncoupling and Coupling  ADAPT courses to Canvas
https://commons.libretexts.org/insight/i-am-going-to-stop-writing-for-a-while-and-then-come-back-later-to-write-more-do-i-need-to-save-the	OK	i-am-going-to-stop-writing-for-a-while-and-then-come-back-later-to-write-more-do-i-need-to-save-the.html	I am going to stop writing for a while and then come back later to write more. Do I need to save?
https://commons.libretexts.org/insight/instructor-verification	OK	instructor-verification.html	Instructor Verification
https://commons.libretexts.org/insight/creating-new-questions	OK	creating-new-questions.html	Creating New Questions
https://commons.libretexts.org/insight/how-do-i-make-comments-on-student-assignments-in-antecedent	OK	how-do-i-make-comments-on-student-assignments-in-antecedent.html	How do I make comments on student assignments in The Forge?
https://commons.libretexts.org/insight/how-do-i-view-student-assignments-in-antecedent	OK	how-do-i-view-student-assignments-in-antecedent.html	How do I view student assignments in The Forge?
https://commons.libretexts.org/insight/algorithmic-version	OK	algorithmic-version.html	Algorithmic Questions
https://commons.libretexts.org/insight/webwork-techniques	OK	webwork-techniques.html	ADAPT - WebWork Techniques
https://commons.libretexts.org/insight/extract-the-number-of-sigfigs-for-an-inexact-variable	OK	extract-the-number-of-sigfigs-for-an-inexact-variable.html	Extract the number of Sig Figs from Inexact Variable
https://commons.libretexts.org/insight/initial-information-needed-to-set-up-a-new-campus-commons	OK	initial-information-needed-to-set-up-a-new-campus-commons.html	Initial information needed to set up a new Campus Commons
https://commons.libretexts.org/insight/general-webwork-techniques	OK	general-webwork-techniques.html	General WebWork Techniques
https://commons.libretexts.org/insight/aw-instructor	OK	aw-instructor.html	The Forge (Instructor Guide)
https://commons.libretexts.org/insight/how-to-move-students-between-sections	OK	how-to-move-students-between-sections.html	How to Move Students Between Sections
https://commons.libretexts.org/insight/introduction-to-pgml	OK	introduction-to-pgml.html	Introduction to PGML
https://commons.libretexts.org/insight/using-the-rewind-feature	OK	using-the-rewind-feature.html	Using the Rewind Feature
https://commons.libretexts.org/insight/example-learning-tree	OK	example-learning-tree.html	Example Learning Tree
https://commons.libretexts.org/insight/account-account-generation	OK	account-account-generation.html	Creating an ADAPT LibreTexts Account
https://commons.libretexts.org/insight/auto-release	OK	auto-release.html	Auto-Release Tool for Assignments
https://commons.libretexts.org/insight/emphasis-in-pgml	OK	emphasis-in-pgml.html	Emphasis in PGML
https://commons.libretexts.org/insight/how-do-i-add-teaching-assistants-to-my-class-in-antecedent	OK	how-do-i-add-teaching-assistants-to-my-class-in-antecedent.html	How do I add Teaching Assistants to my class in The Forge?
https://commons.libretexts.org/insight/viewing-roster-and-updating-student-information	OK	viewing-roster-and-updating-student-information.html	Viewing roster and updating student information
https://commons.libretexts.org/insight/adapt-account-types	OK	adapt-account-types.html	ADAPT -  Accounts
https://commons.libretexts.org/insight/student-view-of-learning-trees	OK	student-view-of-learning-trees.html	Student View of Learning Trees
https://commons.libretexts.org/insight/upgrade-cc-license	OK	upgrade-cc-license.html	Upgrading License Versions of OER
https://commons.libretexts.org/insight/creating-and-using-assignment-templates	OK	creating-and-using-assignment-templates.html	Creating and Using ADAPT Assignment Templates
https://commons.libretexts.org/insight/what-is-the-workbench	OK	what-is-the-workbench.html	What is the Workbench?
https://commons.libretexts.org/insight/how-to-use-the-open-grader	OK	how-to-use-the-open-grader.html	How to use the Open Grader
https://commons.libretexts.org/insight/licensing-reports	OK	licensing-reports.html	Licensing reports
https://commons.libretexts.org/insight/how-do-i-create-a-class-in-antecedent	OK	how-do-i-create-a-class-in-antecedent.html	How do I create a class in The Forge?
https://commons.libretexts.org/insight/d2l-brightspace-configuration-for-d2l-administrators	OK	d2l-brightspace-configuration-for-d2l-administrators.html	D2L Brightspace Configuration (for LMS administrators)
https://commons.libretexts.org/insight/overview-of-assignment-types	OK	overview-of-assignment-types.html	Overview of Assignment Types
https://commons.libretexts.org/insight/course-properties-students	OK	course-properties-students.html	ADAPT: Course Properties - Students
https://commons.libretexts.org/insight/understanding-effort-and-revision-scores	OK	understanding-effort-and-revision-scores.html	Understanding Effort and Revision Scores
https://commons.libretexts.org/insight/textbook-workflow	OK	textbook-workflow.html	What is the workflow for building a LibreTexts Remix or Textbook?
https://commons.libretexts.org/insight/creating-a-new-adapt-assignment	OK	creating-a-new-adapt-assignment.html	Creating a New ADAPT Assignment
https://commons.libretexts.org/insight/adapt---native-question-types	OK	adapt---native-question-types.html	ADAPT - Native Question Types
https://commons.libretexts.org/insight/open-licenses	OK	open-licenses.html	Open Licenses
https://commons.libretexts.org/insight/commons--conductor	OK	commons--conductor.html	Commons & Conductor
https://commons.libretexts.org/insight/frequently-asked-questions-(faq)	OK	frequently-asked-questions--faq.html	Frequently Asked Questions (FAQ)
https://commons.libretexts.org/insight/accountlinking	OK	accountlinking.html	Linking Multiple Instructor Accounts in ADAPT
https://commons.libretexts.org/insight/importing-assignments	OK	importing-assignments.html	Importing Existing Assignments
https://commons.libretexts.org/insight/qti---multiple-choice	OK	qti---multiple-choice.html	QTI - Multiple Choice
https://commons.libretexts.org/insight/mathematical-notation-in-pgml	OK	mathematical-notation-in-pgml.html	Mathematical Notation in PGML
https://commons.libretexts.org/insight/finding-questions	OK	finding-questions.html	Finding Questions
https://commons.libretexts.org/insight/mathjax	OK	mathjax.html	Mathematical Equations and Expressions
https://commons.libretexts.org/insight/how-do-i-join-a-class-in-antecedent	OK	how-do-i-join-a-class-in-antecedent.html	How do I join a class in The Forge?
https://commons.libretexts.org/insight/nursing---drop-down-cloze	OK	nursing---drop-down-cloze.html	Nursing - Drop-Down Cloze
https://commons.libretexts.org/insight/creating-a-learning-tree-assignment	OK	creating-a-learning-tree-assignment.html	Creating a Learning Tree Assignment
https://commons.libretexts.org/insight/nursing---bow-tie	OK	nursing---bow-tie.html	Nursing - Bow Tie
https://commons.libretexts.org/insight/interpreting-analytic-graphs---wordchange	OK	interpreting-analytic-graphs---wordchange.html	Interpreting Analytic Graphs - WordChange
https://commons.libretexts.org/insight/assignment-regrader	OK	assignment-regrader.html	Assignment Regrader
https://commons.libretexts.org/insight/interpreting-analytic-graphs---heatmap	OK	interpreting-analytic-graphs---heatmap.html	Interpreting Analytic Graphs - HeatMap
https://commons.libretexts.org/insight/ineact-to-real_conversion	OK	ineact-to-real_conversion.html	Extract the Real variable from Inexact Variable
https://commons.libretexts.org/insight/pgml-webwork-sample-problem	OK	pgml-webwork-sample-problem.html	PGML WeBWorK Sample Problem
https://commons.libretexts.org/insight/inexact-randomize-the-number-of-sig-figs	OK	inexact-randomize-the-number-of-sig-figs.html	Randomize the number of Decimal Places in Inexact
https://commons.libretexts.org/insight/justification-in-pgml	OK	justification-in-pgml.html	Justification in PGML
https://commons.libretexts.org/insight/aw-student	OK	aw-student.html	The Forge (Student Guide)
https://commons.libretexts.org/insight/canvas-api-documentation	OK	canvas-api-documentation.html	Coupling a Canvas Course to a Previously Linked ADAPT Course
https://commons.libretexts.org/insight/qti---fill-in-the-blank	OK	qti---fill-in-the-blank.html	QTi - Fill-in-the-blank
https://commons.libretexts.org/insight/how-to-add-ancillary-materials	OK	how-to-add-ancillary-materials.html	How to Add Ancillary Materials
https://commons.libretexts.org/insight/lti-and-api	OK	lti-and-api.html	Coupling ADAPT to Canvas via LTI and API
https://commons.libretexts.org/insight/assignment-and-course-gradebooks	OK	assignment-and-course-gradebooks.html	Assignment and Course Gradebooks
https://commons.libretexts.org/insight/how-do-i-add-page-numbers-to-my-assignment	OK	how-do-i-add-page-numbers-to-my-assignment.html	How do I add page numbers to my assignment?
https://commons.libretexts.org/insight/understanding-time-metrics	OK	understanding-time-metrics.html	Understanding Time Metrics
https://commons.libretexts.org/insight/the-word-processor-is-a-bit-laggy-what-can-i-do	OK	the-word-processor-is-a-bit-laggy-what-can-i-do.html	The word processor is a bit laggy. What can I do?
https://commons.libretexts.org/insight/understanding-the-submission-timeline	OK	understanding-the-submission-timeline.html	Understanding the Submission Timeline
https://commons.libretexts.org/insight/undeclared	OK	undeclared.html	Undeclared and Collective license designations
https://commons.libretexts.org/insight/how-to-get-started	OK	how-to-get-started.html	How to Get Started building a Textbook
https://commons.libretexts.org/insight/adapt-videos-instructors	OK	adapt-videos-instructors.html	ADAPT - Videos
https://commons.libretexts.org/insight/qti---multiple-answer	OK	qti---multiple-answer.html	QTI - Multiple Answer
https://commons.libretexts.org/insight/qti---select-choice	OK	qti---select-choice.html	QTI - Select Choice
https://commons.libretexts.org/insight/ai-co-author-tools	OK	ai-co-author-tools.html	AI Co-Author Tools
https://commons.libretexts.org/insight/nursing---drag-and-drop-cloze	OK	nursing---drag-and-drop-cloze.html	Nursing - Drag and Drop Cloze
https://commons.libretexts.org/insight/command-substitution-in-pgml	OK	command-substitution-in-pgml.html	Command Substitution in PGML
https://commons.libretexts.org/insight/browsing-learning-trees	OK	browsing-learning-trees.html	Browsing Learning Trees
https://commons.libretexts.org/insight/mobile-app	OK	mobile-app.html	Mobile App
https://commons.libretexts.org/insight/faq	OK	faq.html	Sharing ADAPT courses with Colleagues
https://commons.libretexts.org/insight/viewing-student-submissions	OK	viewing-student-submissions.html	Viewing Student Submissions
https://commons.libretexts.org/insight/account-types-in-adapt	OK	account-types-in-adapt.html	Account Types in ADAPT
https://commons.libretexts.org/insight/creating-and-editing-learning-trees	OK	creating-and-editing-learning-trees.html	Creating and Editing Learning Trees
https://commons.libretexts.org/insight/variable-substitution	OK	variable-substitution.html	Variable Substitution in PGML
https://commons.libretexts.org/insight/license-stacks	OK	license-stacks.html	License Stacks
https://commons.libretexts.org/insight/how-to-add-a-license-declaration-to-your-h5p-activity	OK	how-to-add-a-license-declaration-to-your-h5p-activity.html	How to add a license declaration to your H5P activity
https://commons.libretexts.org/insight/compiling-texts	OK	compiling-texts.html	Compiling Texts for Export (PDF, Common Cartridge etc.)
https://commons.libretexts.org/insight/adapt-canvas-coupling-behavior-via-api	OK	adapt-canvas-coupling-behavior-via-api.html	ADAPT-Canvas Coupling Behavior via LTI-API Linking
https://commons.libretexts.org/insight/how-do-i-create-an-assignment-in-antecedent	OK	how-do-i-create-an-assignment-in-antecedent.html	How do I create an assignment in The Forge?
https://commons.libretexts.org/insight/textbooks-features	OK	textbooks-features.html	Textbooks
https://commons.libretexts.org/insight/imageresources	OK	imageresources.html	Open Image Repositories
https://commons.libretexts.org/insight/introduction-to-using-inexactvalue-macros	OK	introduction-to-using-inexactvalue-macros.html	Introduction to Using InexactValue Macros
https://commons.libretexts.org/insight/welcome	FAIL	welcome.html	TimeoutError: Page.wait_for_selector: Timeout 30000ms exceeded.
Call log:
  - waiting for locator("div.prose") to be visible
    59 × locator resolved to hidden <div class="prose !max-w-full"></div>

https://commons.libretexts.org/insight/remixes-collections-adaptations	OK	remixes-collections-adaptations.html	Remixes, Collections, and Adaptations
https://commons.libretexts.org/insight/does-antecedent-use-keystroke-logging	OK	does-antecedent-use-keystroke-logging.html	Does The Forge use keystroke logging?
https://commons.libretexts.org/insight/headings-pgml	OK	headings-pgml.html	Headings in PGML
https://commons.libretexts.org/insight/extensions-and-overrides	OK	extensions-and-overrides.html	Extensions and Overrides
https://commons.libretexts.org/insight/open-grader	OK	open-grader.html	Open Grader
https://commons.libretexts.org/insight/test-page	OK	test-page.html	ADAPT - HowTo
https://commons.libretexts.org/insight/my-question-dashboard-overview	OK	my-question-dashboard-overview.html	My Question Dashboard Overview
https://commons.libretexts.org/insight/learning-trees-overview	OK	learning-trees-overview.html	Learning Trees Overview
https://commons.libretexts.org/insight/macros-in-webwork	OK	macros-in-webwork.html	ADAPT - WebWork Macros
https://commons.libretexts.org/insight/resources	OK	resources.html	Resources
https://commons.libretexts.org/insight/about-antecedent-as-an-instructional-tool	OK	about-antecedent-as-an-instructional-tool.html	About The Forge  as an Instructional Tool
https://commons.libretexts.org/insight/license-compatibility	OK	license-compatibility.html	License Compatibility
